Instance,Difficulty,Class,n,Capacity,TotalWeight,TotalProfit,Method,Value,Time(ms),Nodes,Optimal,OptimalKnown,Gap(%),TimeOut,Gap_numeric,ratio_n_capacity,ratio_capacity_n,Optimal_numeric
03InverseStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,33968,68616,58616,Incomplete_Greedy_Random_k3,30429,4.018306732177734,0,True,-1,0.12800315084679006,False,0.12800315084679006,0.002943947244465379,339.68,1
03InverseStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,33968,68616,58616,Incomplete_Greedy_Probabilistic_alpha0.9,28821,5.736589431762695,0,False,-1,5.405671524222135,False,5.405671524222135,0.002943947244465379,339.68,0
03InverseStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,33968,68616,58616,Incomplete_SimulatedAnnealing,30463,923.3810901641846,12366,True,-1,0.016410660364973087,False,0.016410660364973087,0.002943947244465379,339.68,1
03InverseStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,33968,68616,58616,Incomplete_GeneticAlgorithm,29994,564.4416809082031,5000,False,-1,1.5557306025994486,False,1.5557306025994486,0.002943947244465379,339.68,0
03InverseStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,33968,68616,58616,Incomplete_TabuSearch,30463,8623.314142227173,1000,True,-1,0.016410660364973087,False,0.016410660364973087,0.002943947244465379,339.68,1
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Complete_MIP_ORTools,35611,161.30709648132324,0,True,-1,0.0,False,0.0,0.003446255643243616,290.17,1
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Complete_MIP_PuLP,35611,592.642068862915,-1,True,-1,0.0,False,0.0,0.003446255643243616,290.17,1
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Incomplete_Greedy_Simple,35363,0.9965896606445312,0,True,-1,0.6964140293729466,False,0.6964140293729466,0.003446255643243616,290.17,1
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Incomplete_Greedy_Random_k3,35359,11.544227600097656,0,True,-1,0.7076465137176715,False,0.7076465137176715,0.003446255643243616,290.17,1
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Incomplete_Greedy_Probabilistic_alpha0.9,34389,13.185739517211914,0,False,-1,3.4315239673134705,False,3.4315239673134705,0.003446255643243616,290.17,0
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Incomplete_SimulatedAnnealing,35588,1379.255771636963,11318,True,-1,0.06458678498216844,False,0.06458678498216844,0.003446255643243616,290.17,1
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Incomplete_GeneticAlgorithm,34410,1194.7004795074463,5000,False,-1,3.3725534245036646,False,3.3725534245036646,0.003446255643243616,290.17,0
04AlmostStronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68596,Incomplete_TabuSearch,35394,9237.109661102297,1000,True,-1,0.6093622757013283,False,0.6093622757013283,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Complete_MIP_ORTools,29015,157.64307975769043,17,True,-1,0.006892511286487231,False,0.006892511286487231,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Complete_MIP_PuLP,29017,91.35150909423828,-1,True,-1,0.0,False,0.0,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Incomplete_Greedy_Simple,28954,0.0,0,True,-1,0.2171141055243478,False,0.2171141055243478,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Incomplete_Greedy_Random_k3,28972,7.11822509765625,0,True,-1,0.1550815039459627,False,0.1550815039459627,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Incomplete_Greedy_Probabilistic_alpha0.9,29008,11.005878448486328,0,True,-1,0.03101630078919254,False,0.03101630078919254,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Incomplete_SimulatedAnnealing,29017,929.9330711364746,11768,True,-1,0.0,False,0.0,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Incomplete_GeneticAlgorithm,29017,620.6796169281006,5000,True,-1,0.0,False,0.0,0.003446255643243616,290.17,1
05SubsetSum_n00100_R01000_s000,moyen,Unknown,100,29017,58616,58616,Incomplete_TabuSearch,29017,6169.111728668213,1000,True,-1,0.0,False,0.0,0.003446255643243616,290.17,1
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Complete_MIP_ORTools,39791,95.84879875183104,50,True,-1,0.0,False,0.0,2.019082347263992e-05,49527.45,1
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Complete_MIP_PuLP,39791,184.60845947265625,-1,True,-1,0.0,False,0.0,2.019082347263992e-05,49527.45,1
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Incomplete_Greedy_Simple,39791,1.0666847229003906,0,True,-1,0.0,False,0.0,2.019082347263992e-05,49527.45,1
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Incomplete_Greedy_Random_k3,39784,10.85209846496582,0,True,-1,0.017591917770350077,False,0.017591917770350077,2.019082347263992e-05,49527.45,1
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Incomplete_Greedy_Probabilistic_alpha0.9,31537,11.615276336669922,0,False,-1,20.74338418235279,False,20.74338418235279,2.019082347263992e-05,49527.45,0
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Incomplete_SimulatedAnnealing,39791,959.723949432373,12299,True,-1,0.0,False,0.0,2.019082347263992e-05,49527.45,1
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Incomplete_GeneticAlgorithm,38901,682.2271347045898,5000,False,-1,2.23668668794451,False,2.23668668794451,2.019082347263992e-05,49527.45,0
06UncorrelatedWithSimilarWeights_n00100_R01000_s000,moyen,Unknown,100,4952745,10004545,58616,Incomplete_TabuSearch,39791,7861.743211746216,1000,True,-1,0.0,False,0.0,2.019082347263992e-05,49527.45,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Complete_MIP_ORTools,24228,55.45449256896973,50,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Complete_MIP_PuLP,24228,219.3892002105713,-1,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Complete_DP,24228,2559.648036956787,875100,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Incomplete_Greedy_Simple,24228,0.9970664978027344,0,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Incomplete_Greedy_Random_k3,24228,23.45895767211914,0,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Incomplete_Greedy_Probabilistic_alpha0.9,21772,14.410018920898438,0,False,-1,10.137031533762588,False,10.137031533762588,0.011427265455376529,87.51,0
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Incomplete_SimulatedAnnealing,24228,1422.6460456848145,10362,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Incomplete_GeneticAlgorithm,23332,1220.6909656524658,5000,False,-1,3.698200429255407,False,3.698200429255407,0.011427265455376529,87.51,0
07SpannerUncorrelated_n00100_R01000_s000,moyen,Unknown,100,8751,17678,42088,Incomplete_TabuSearch,24228,10533.483505249023,1000,True,-1,0.0,False,0.0,0.011427265455376529,87.51,1
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Complete_MIP_ORTools,400809,152.24862098693848,0,True,-1,0.0,False,0.0,0.003960709759188847,252.48,1
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Incomplete_Greedy_Simple,400792,3.21817398071289,0,True,-1,0.004241421724562073,False,0.004241421724562073,0.003960709759188847,252.48,1
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Incomplete_Greedy_Random_k3,400718,891.9899463653564,0,True,-1,0.022704080996185216,False,0.022704080996185216,0.003960709759188847,252.48,1
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Incomplete_Greedy_Probabilistic_alpha0.9,341985,1345.719814300537,0,False,-1,14.676317148567023,False,14.676317148567023,0.003960709759188847,252.48,0
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Incomplete_SimulatedAnnealing,400792,6924.95059967041,11395,True,-1,0.004241421724562073,False,0.004241421724562073,0.003960709759188847,252.48,1
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Incomplete_GeneticAlgorithm,292831,6195.125818252564,5000,False,-1,26.94001382204491,False,26.94001382204491,0.003960709759188847,252.48,0
00Uncorrelated_n01000_R01000_s000,difficile,Unknown,1000,252480,510010,496865,Incomplete_TabuSearch,400798,300038.357257843,536,True,-1,0.0027444493511872238,True,0.0027444493511872238,0.003960709759188847,252.48,1
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Complete_MIP_ORTools,418472,146.8636989593506,0,True,-1,0.0,False,0.0,0.004114058148097865,243.069,1
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_Greedy_Simple,418452,2.010583877563477,0,True,-1,0.004779292282398822,False,0.004779292282398822,0.004114058148097865,243.069,1
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_Greedy_Random_k3,418426,503.4065246582031,0,True,-1,0.01099237224951729,False,0.01099237224951729,0.004114058148097865,243.069,1
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_Greedy_Probabilistic_alpha0.9,362135,575.1633644104004,0,False,-1,13.462549465675123,False,13.462549465675123,0.004114058148097865,243.069,0
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_SimulatedAnnealing,418452,4506.673574447632,10529,True,-1,0.004779292282398822,False,0.004779292282398822,0.004114058148097865,243.069,1
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_GeneticAlgorithm,299777,5379.420042037964,5000,False,-1,28.363904872966412,False,28.363904872966412,0.004114058148097865,243.069,0
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_TabuSearch,418452,300480.45015335083,496,True,-1,0.004779292282398822,True,0.004779292282398822,0.004114058148097865,243.069,1
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Complete_MIP_ORTools,273036,98.77872467041016,0,True,-1,0.002929930707138776,False,0.002929930707138776,0.004065503390629828,245.972,1
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_Greedy_Simple,273044,3.431081771850586,0,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_Greedy_Random_k3,273037,756.1328411102295,0,True,-1,0.0025636893687464293,False,0.0025636893687464293,0.004065503390629828,245.972,1
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_Greedy_Probabilistic_alpha0.9,253289,752.3081302642822,0,False,-1,7.235097639940816,False,7.235097639940816,0.004065503390629828,245.972,0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_SimulatedAnnealing,273044,5451.366662979126,11816,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_GeneticAlgorithm,252945,5823.805093765259,5000,False,-1,7.3610846603477835,False,7.3610846603477835,0.004065503390629828,245.972,0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_TabuSearch,273044,300607.314825058,513,True,-1,0.0,True,0.0,0.004065503390629828,245.972,1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Complete_MIP_ORTools,316372,182.7106475830078,0,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_Greedy_Simple,316236,12.53986358642578,0,True,-1,0.04298736929943232,False,0.04298736929943232,0.004065503390629828,245.972,1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_Greedy_Random_k3,316236,956.5160274505616,0,True,-1,0.04298736929943232,False,0.04298736929943232,0.004065503390629828,245.972,1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_Greedy_Probabilistic_alpha0.9,301653,831.2642574310303,0,False,-1,4.652434475870178,False,4.652434475870178,0.004065503390629828,245.972,0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_SimulatedAnnealing,316236,6192.277193069458,10322,True,-1,0.04298736929943232,False,0.04298736929943232,0.004065503390629828,245.972,1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_GeneticAlgorithm,297443,7827.646017074585,5000,False,-1,5.983146422565841,False,5.983146422565841,0.004065503390629828,245.972,0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_TabuSearch,316236,300485.7211112976,457,True,-1,0.04298736929943232,True,0.04298736929943232,0.004065503390629828,245.972,1
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Complete_MIP_ORTools,263977,108.62469673156738,0,True,-1,0.0,False,0.0,0.0033843581733942066,295.477,1
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_Greedy_Simple,263976,1.5091896057128906,0,True,-1,0.0003788208821223061,False,0.0003788208821223061,0.0033843581733942066,295.477,1
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_Greedy_Random_k3,263975,359.67183113098145,0,True,-1,0.0007576417642446122,False,0.0007576417642446122,0.0033843581733942066,295.477,1
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_Greedy_Probabilistic_alpha0.9,248848,597.2752571105957,0,False,-1,5.731181125628369,False,5.731181125628369,0.0033843581733942066,295.477,0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_SimulatedAnnealing,263976,6624.528169631958,12899,True,-1,0.0003788208821223061,False,0.0003788208821223061,0.0033843581733942066,295.477,1
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_GeneticAlgorithm,251257,6365.57936668396,5000,False,-1,4.818601620595734,False,4.818601620595734,0.0033843581733942066,295.477,0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_TabuSearch,263977,300019.4773674011,605,True,-1,0.0,True,0.0,0.0033843581733942066,295.477,1
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Complete_MIP_ORTools,316390,605.1552295684814,3,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_Greedy_Simple,316338,5.317211151123047,0,True,-1,0.01643541199152944,False,0.01643541199152944,0.004065503390629828,245.972,1
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_Greedy_Random_k3,316338,1586.8656635284424,0,True,-1,0.01643541199152944,False,0.01643541199152944,0.004065503390629828,245.972,1
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_Greedy_Probabilistic_alpha0.9,301874,1073.5480785369873,0,False,-1,4.588008470558488,False,4.588008470558488,0.004065503390629828,245.972,0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_SimulatedAnnealing,316338,6082.96537399292,10823,True,-1,0.01643541199152944,False,0.01643541199152944,0.004065503390629828,245.972,1
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_GeneticAlgorithm,297668,7356.66298866272,5000,False,-1,5.917380448181042,False,5.917380448181042,0.004065503390629828,245.972,0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_TabuSearch,316338,300493.7117099762,424,True,-1,0.01643541199152944,True,0.01643541199152944,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Complete_MIP_ORTools,245972,53.41529846191406,0,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_Greedy_Simple,245972,5.185127258300781,0,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_Greedy_Random_k3,245971,346.45676612854004,0,True,-1,0.00040655033906298276,False,0.00040655033906298276,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_Greedy_Probabilistic_alpha0.9,245971,489.4940853118897,0,True,-1,0.00040655033906298276,False,0.00040655033906298276,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_SimulatedAnnealing,245972,5455.877542495728,11656,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_GeneticAlgorithm,245972,7454.801321029663,5000,True,-1,0.0,False,0.0,0.004065503390629828,245.972,1
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_TabuSearch,245972,300175.8780479431,525,True,-1,0.0,True,0.0,0.004065503390629828,245.972,1
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Complete_MIP_ORTools,371246,80.77168464660645,0,True,-1,0.0,False,0.0,2.018970896615284e-05,49530.184,1
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_Greedy_Simple,371246,3.938436508178711,0,True,-1,0.0,False,0.0,2.018970896615284e-05,49530.184,1
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_Greedy_Random_k3,371238,665.5657291412354,0,True,-1,0.0021549053727178205,False,0.0021549053727178205,2.018970896615284e-05,49530.184,1
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_Greedy_Probabilistic_alpha0.9,309504,722.3937511444092,0,False,-1,16.63102094029296,False,16.63102094029296,2.018970896615284e-05,49530.184,0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_SimulatedAnnealing,371246,7908.63823890686,12341,True,-1,0.0,False,0.0,2.018970896615284e-05,49530.184,1
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_GeneticAlgorithm,286653,6028.236865997314,5000,False,-1,22.786238774289824,False,22.786238774289824,2.018970896615284e-05,49530.184,0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_TabuSearch,371246,300196.3846683502,542,True,-1,0.0,True,0.0,2.018970896615284e-05,49530.184,1
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Complete_MIP_ORTools,228624,301568.9284801483,22033564,False,-1,0.0,True,0.0,0.011811953697141508,84.66,0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_Greedy_Simple,228616,4.818439483642578,0,True,-1,0.0034991951851074256,False,0.0034991951851074256,0.011811953697141508,84.66,1
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_Greedy_Random_k3,228616,283.0898761749268,0,True,-1,0.0034991951851074256,False,0.0034991951851074256,0.011811953697141508,84.66,1
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_Greedy_Probabilistic_alpha0.9,201088,252.54058837890625,0,False,-1,12.044229827139757,False,12.044229827139757,0.011811953697141508,84.66,0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_SimulatedAnnealing,228616,2720.0026512146,11959,True,-1,0.0034991951851074256,False,0.0034991951851074256,0.011811953697141508,84.66,1
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_GeneticAlgorithm,205260,3187.3512268066406,5000,False,-1,10.219399538106236,False,10.219399538106236,0.011811953697141508,84.66,0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_TabuSearch,228624,300292.87242889404,663,True,-1,0.0,True,0.0,0.011811953697141508,84.66,1
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Complete_MIP_ORTools,196050,302892.6830291748,4273344,False,-1,0.0,True,0.0,0.005032839276277712,198.695,0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_Greedy_Simple,196050,10.572671890258787,0,True,-1,0.0,False,0.0,0.005032839276277712,198.695,1
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_Greedy_Random_k3,196050,300.6293773651123,0,True,-1,0.0,False,0.0,0.005032839276277712,198.695,1
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_Greedy_Probabilistic_alpha0.9,167923,393.4569358825684,0,False,-1,14.346850293292526,False,14.346850293292526,0.005032839276277712,198.695,0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_SimulatedAnnealing,196050,5553.873300552368,12771,True,-1,0.0,False,0.0,0.005032839276277712,198.695,1
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_GeneticAlgorithm,172491,4186.990737915039,5000,False,-1,12.016832440703903,False,12.016832440703903,0.005032839276277712,198.695,0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_TabuSearch,196050,300057.61671066284,813,True,-1,0.0,True,0.0,0.005032839276277712,198.695,1
